Q1_Age,Q2_Gender,Q3_Country,Q4_Education,Q5_MonthlyIncome,Q6_HouseholdSize,Q7_EmploymentStatus,Q8_SportsCount,Q9_SportsPractised,Q10_HoursPerWeek,Q11_Competitiveness,Q12_SportsIdentity,Q13_SpendLast12Months,Q14_FreqBuyOnline,Q15_FreqBuyStore,Q16_OnlineFactorRanking,Q17_BrandsBought,Q18_MaxDeliveryWindow,Q19_BiggestFrustration,Q20_SatisfactionMultiBrand,Q21_SustainabilityImportance,Q22_CartAbandonDueSplit,Q23_WaitSinglePackage,Q24_IssueRanking,Q25_AppealSingleCart,Q26_InterestAlgoBrand,Q27_LikelihoodBundleDeals,Q28_InterestPersonalDiscount,Q29_AppealEmpathyDelivery,Q30_LikelihoodSustainScore,Q31_PrimaryDownloadDriver,Q32_DeliveryMaxAllBrands,Q33_MinDiscountSwitch,Q34_PremiumMembershipFee,Q35_InstallLikelihoodPct,Q36_RecommendNPS,Q37_EnjoyNewApps,Q38_QualityOverDiscount,Q39_ShareFitnessSocial,Q40_SustainabilityInfluence,Q41_PrimaryMotivation,Q42_FrustrationText,Q43_ChangeDeliveryText,Q44_DeviceType,Q45_CompletionTimeSec,HighIntent
24,Male,Germany,Bachelor’s degree,6451.0,6,Full-time employee,2,"Running/Jogging,Cycling",7.2,4,4,5792.0,Frequently,Rarely,"Speed of delivery,Price,Easy returns,Sustainability,Brand,Customer reviews,Style",Puma,1 day,Lack of sustainability info,4,1,No,No,"Split shipments,Limited eco-friendly options,Slow delivery,High shipping fees,Poor tracking updates",4,4,5,4,5,4,Personalised offers & discounts,4–7 days,15,91.0,66.5,6,5,3,2,4,Socialising / community,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,155,0
26,Female,Canada,High-school diploma / equivalent,6800.0,5,Part-time employee,2,"Cycling,Yoga/Pilates",7.0,4,4,5237.0,Occasionally,Frequently,"Brand,Price,Customer reviews,Speed of delivery,Sustainability,Style,Easy returns","Nike,Lululemon,Local/Other,Puma",2–3 days,Limited sizing,4,4,Yes,Yes,"High shipping fees,Poor tracking updates,Split shipments,Limited eco-friendly options,Slow delivery",4,3,1,4,2,3,Single-cart checkout,1–2 weeks,30+,66.0,100.0,9,4,4,4,3,Stress relief / mental health,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,404,1
38,Female,Brazil,Bachelor’s degree,28600.0,4,Full-time employee,1,Football/Soccer,35.4,4,3,17640.0,Rarely,Frequently,"Brand,Sustainability,Price,Customer reviews,Speed of delivery,Style,Easy returns","Under Armour,Decathlon,Lululemon",1–2 weeks,Lack of sustainability info,5,4,No,Yes,"Split shipments,Slow delivery,Poor tracking updates,High shipping fees,Limited eco-friendly options",4,3,5,5,5,5,Single-cart checkout,1–2 weeks,25,143.0,100.0,10,4,3,2,5,Appearance / aesthetics,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,217,1
33,Female,Australia,High-school diploma / equivalent,9561.0,5,Retired,3,"Yoga/Pilates,Running/Jogging,Swimming",9.6,4,5,882.0,Frequently,Occasionally,"Sustainability,Price,Customer reviews,Brand,Speed of delivery,Style,Easy returns","Local/Other,Nike,Lululemon,Puma",4–7 days,Difficult returns,5,5,Yes,No,"Slow delivery,Split shipments,Poor tracking updates,High shipping fees,Limited eco-friendly options",4,3,3,5,5,1,Flexible delivery,2–3 days,15,23.0,100.0,8,5,3,2,3,Appearance / aesthetics,Shipping costs are high.,Offer faster standard shipping.,Smartphone,294,1
16,Male,US,Bachelor’s degree,5318.0,5,Student,3,"Yoga/Pilates,Football/Soccer,Gym/Fitness",10.5,3,3,2747.0,Frequently,Never,"Customer reviews,Sustainability,Price,Speed of delivery,Easy returns,Brand,Style","Under Armour,Decathlon,Local/Other",1–2 weeks,Other,3,5,Yes,Yes,"High shipping fees,Limited eco-friendly options,Poor tracking updates,Split shipments,Slow delivery",5,5,4,3,1,4,Single-cart checkout,1–2 weeks,15,39.0,95.3,7,5,5,3,2,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,240,0
33,Male,US,High-school diploma / equivalent,8861.0,4,Full-time employee,1,Basketball,5.3,1,1,3742.0,Rarely,Frequently,"Customer reviews,Speed of delivery,Sustainability,Brand,Price,Easy returns,Style","Adidas,Nike,Puma,Local/Other",1–2 weeks,Limited sizing,5,4,No,Yes,"Split shipments,Limited eco-friendly options,Slow delivery,High shipping fees,Poor tracking updates",4,2,5,4,4,1,Single-cart checkout,1–2 weeks,25,13.0,93.7,10,4,2,5,3,Competition / performance,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,169,1
27,Male,Canada,High-school diploma / equivalent,2787.0,2,Student,3,"Gym/Fitness,Swimming,Football/Soccer",12.5,4,3,5390.0,Occasionally,Occasionally,"Customer reviews,Brand,Speed of delivery,Price,Sustainability,Easy returns,Style","Adidas,Nike,Under Armour",2–3 days,Other,4,3,No,Yes,"Poor tracking updates,Split shipments,Slow delivery,High shipping fees,Limited eco-friendly options",4,5,3,3,4,3,Product sustainability information,1–2 weeks,15,31.0,100.0,10,1,3,5,2,Overall health,Shipping costs are high.,Offer faster standard shipping.,Laptop or desktop computer,128,1
25,Non-binary / gender-diverse,UAE,High-school diploma / equivalent,2704.0,3,Full-time employee,1,Cycling,2.6,3,4,2626.0,Occasionally,Rarely,"Price,Speed of delivery,Style,Sustainability,Brand,Customer reviews,Easy returns","Nike,Local/Other",2–3 days,High prices,1,3,No,Yes,"High shipping fees,Split shipments,Slow delivery,Poor tracking updates,Limited eco-friendly options",2,3,3,3,4,2,Single-cart checkout,2–3 days,20,12.0,66.1,7,4,5,3,3,Appearance / aesthetics,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,195,0
35,Male,India,Less than high-school,4862.0,1,Student,3,"Gym/Fitness,Yoga/Pilates,Cycling",12.1,3,3,3359.0,Occasionally,Occasionally,"Sustainability,Price,Speed of delivery,Customer reviews,Brand,Easy returns,Style","Lululemon,Nike",4–7 days,High prices,3,2,Yes,Yes,"Split shipments,High shipping fees,Poor tracking updates,Slow delivery,Limited eco-friendly options",5,5,4,4,4,5,Single-cart checkout,2–3 days,15,59.0,100.0,9,4,4,5,2,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Laptop or desktop computer,204,1
38,Female,UK,Master’s degree,6490.0,5,Student,1,Swimming,5.3,3,2,898.0,Occasionally,Always,"Easy returns,Customer reviews,Style,Speed of delivery,Sustainability,Price,Brand","Puma,Decathlon",4–7 days,Lack of sustainability info,3,1,Yes,Maybe,"Split shipments,High shipping fees,Limited eco-friendly options,Poor tracking updates,Slow delivery",4,5,4,4,4,4,Personalised offers & discounts,1–2 weeks,10,44.0,66.5,5,3,4,5,4,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,124,0
37,Female,UAE,Master’s degree,10788.0,2,Full-time employee,1,Running/Jogging,5.6,5,5,5325.0,Rarely,Never,"Sustainability,Customer reviews,Brand,Speed of delivery,Easy returns,Price,Style",Nike,2–3 days,Lack of sustainability info,4,4,Yes,No,"Split shipments,Poor tracking updates,High shipping fees,Slow delivery,Limited eco-friendly options",4,3,1,4,3,4,Something else,4–7 days,10,29.0,49.3,5,2,2,3,5,Overall health,Shipping costs are high.,Offer faster standard shipping.,Smartphone,126,0
23,Male,UK,Bachelor’s degree,6062.0,6,Self-employed / freelancer,2,"Swimming,Football/Soccer",8.0,2,1,1320.0,Never,Frequently,"Customer reviews,Brand,Price,Sustainability,Speed of delivery,Easy returns,Style",Nike,1–2 weeks,High prices,4,5,Yes,Yes,"Poor tracking updates,High shipping fees,Slow delivery,Split shipments,Limited eco-friendly options",4,5,4,5,2,5,Product sustainability information,No preference,10,46.0,88.7,10,3,4,4,2,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,156,1
28,Female,Canada,High-school diploma / equivalent,4371.0,2,Full-time employee,2,"Swimming,Running/Jogging",9.4,2,1,3134.0,Always,Occasionally,"Price,Customer reviews,Sustainability,Easy returns,Speed of delivery,Brand,Style",Decathlon,1–2 weeks,Limited sizing,3,3,Yes,Maybe,"High shipping fees,Split shipments,Limited eco-friendly options,Slow delivery,Poor tracking updates",1,5,4,4,3,4,Something else,4–7 days,0,51.0,100.0,8,1,3,5,4,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,365,1
33,Female,UK,High-school diploma / equivalent,3358.0,5,Full-time employee,3,"Basketball,Running/Jogging,Yoga/Pilates",8.2,5,4,2190.0,Always,Occasionally,"Price,Customer reviews,Style,Sustainability,Brand,Easy returns,Speed of delivery","Puma,Under Armour,Adidas",2–3 days,Long delivery times,4,3,Yes,Yes,"Split shipments,Slow delivery,Poor tracking updates,High shipping fees,Limited eco-friendly options",4,2,3,5,4,2,Product sustainability information,2–3 days,15,34.0,100.0,10,4,5,5,1,Competition / performance,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,122,1
38,Female,Canada,Less than high-school,8682.0,2,Full-time employee,1,Running/Jogging,4.7,4,5,5437.0,Occasionally,Frequently,"Easy returns,Speed of delivery,Price,Brand,Sustainability,Style,Customer reviews","Adidas,Lululemon,Puma,Nike",More than 2 weeks,High prices,4,4,Yes,Yes,"Split shipments,High shipping fees,Slow delivery,Poor tracking updates,Limited eco-friendly options",2,5,4,4,3,4,Single-cart checkout,1–2 weeks,10,52.0,51.5,4,2,4,3,5,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,262,0
26,Female,France,High-school diploma / equivalent,3208.0,7,Self-employed / freelancer,1,Basketball,7.0,1,2,4076.0,Always,Always,"Price,Brand,Speed of delivery,Customer reviews,Easy returns,Sustainability,Style","Lululemon,Puma,Adidas,Nike",4–7 days,Difficult returns,4,5,No,Maybe,"Split shipments,Poor tracking updates,Limited eco-friendly options,Slow delivery,High shipping fees",3,1,3,5,5,5,Single-cart checkout,4–7 days,10,69.0,66.9,4,4,4,3,5,Competition / performance,Shipping costs are high.,Offer faster standard shipping.,Smartphone,202,0
29,Male,UAE,Master’s degree,9333.0,5,Full-time employee,2,"Running/Jogging,Swimming",4.6,5,5,2816.0,Frequently,Rarely,"Sustainability,Speed of delivery,Brand,Customer reviews,Price,Easy returns,Style","Local/Other,Nike,Puma",1–2 weeks,Limited sizing,5,2,No,No,"Poor tracking updates,High shipping fees,Limited eco-friendly options,Slow delivery,Split shipments",3,3,3,4,4,3,Flexible delivery,4–7 days,5,22.0,100.0,8,3,3,5,4,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,378,1
21,Male,UAE,High-school diploma / equivalent,3992.0,2,Full-time employee,2,"Swimming,Gym/Fitness",7.9,2,2,5866.0,Rarely,Rarely,"Price,Speed of delivery,Customer reviews,Brand,Sustainability,Style,Easy returns","Puma,Adidas",2–3 days,Long delivery times,4,2,Yes,Yes,"Limited eco-friendly options,High shipping fees,Slow delivery,Split shipments,Poor tracking updates",3,4,4,4,4,4,Single-cart checkout,2–3 days,15,106.0,95.5,10,5,3,4,5,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,459,1
20,Female,India,Bachelor’s degree,8357.0,4,Self-employed / freelancer,1,Basketball,4.4,4,5,955.0,Rarely,Always,"Brand,Easy returns,Speed of delivery,Price,Style,Sustainability,Customer reviews","Local/Other,Nike,Adidas",2–3 days,Long delivery times,3,5,Yes,Yes,"Slow delivery,Poor tracking updates,High shipping fees,Split shipments,Limited eco-friendly options",2,2,5,4,5,4,Single-cart checkout,2–3 days,15,44.0,74.6,7,4,5,3,4,Overall health,Shipping costs are high.,Offer faster standard shipping.,Laptop or desktop computer,454,0
37,Female,Canada,High-school diploma / equivalent,6900.0,4,Full-time employee,2,"Swimming,Gym/Fitness",6.0,3,4,3420.0,Always,Frequently,"Brand,Customer reviews,Price,Style,Easy returns,Speed of delivery,Sustainability",Adidas,2–3 days,Limited sizing,4,1,Yes,Yes,"Slow delivery,High shipping fees,Split shipments,Limited eco-friendly options,Poor tracking updates",4,3,4,4,3,3,Flexible delivery,2–3 days,30+,14.0,87.4,10,1,5,3,3,Stress relief / mental health,Shipping costs are high.,Offer faster standard shipping.,Tablet,221,1
41,Male,Australia,High-school diploma / equivalent,5164.0,5,Full-time employee,3,"Running/Jogging,Basketball,Gym/Fitness",6.7,3,3,2160.0,Frequently,Occasionally,"Easy returns,Brand,Sustainability,Customer reviews,Speed of delivery,Price,Style","Adidas,Decathlon,Nike,Local/Other",2–3 days,High prices,5,4,Yes,No,"Split shipments,Slow delivery,Limited eco-friendly options,High shipping fees,Poor tracking updates",5,5,2,4,3,5,Single-cart checkout,4–7 days,15,106.0,100.0,10,5,3,4,3,Overall health,Shipping costs are high.,Offer faster standard shipping.,Smartphone,322,1
29,Female,France,Bachelor’s degree,3953.0,3,Full-time employee,3,"Yoga/Pilates,Swimming,Football/Soccer",11.5,4,4,9263.0,Frequently,Occasionally,"Brand,Sustainability,Price,Easy returns,Speed of delivery,Customer reviews,Style",Under Armour,2–3 days,Long delivery times,2,4,No,Yes,"High shipping fees,Split shipments,Poor tracking updates,Slow delivery,Limited eco-friendly options",3,5,4,4,5,3,Personalised offers & discounts,1–2 weeks,0,11.0,100.0,8,4,5,3,5,Socialising / community,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,123,1
38,Female,Germany,Bachelor’s degree,4631.0,5,Full-time employee,4,"Cycling,Running/Jogging,Football/Soccer,Basketball",12.3,2,2,7049.0,Always,Frequently,"Speed of delivery,Price,Customer reviews,Style,Sustainability,Brand,Easy returns","Decathlon,Lululemon,Under Armour",1–2 weeks,Difficult returns,5,3,No,Yes,"Split shipments,Poor tracking updates,Slow delivery,High shipping fees,Limited eco-friendly options",4,5,5,4,4,2,Product sustainability information,2–3 days,15,52.0,92.0,10,4,2,4,4,Competition / performance,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,282,1
33,Female,UK,High-school diploma / equivalent,6008.0,4,Full-time employee,1,Yoga/Pilates,4.7,2,2,4275.0,Occasionally,Frequently,"Price,Brand,Sustainability,Style,Speed of delivery,Customer reviews,Easy returns","Local/Other,Under Armour,Decathlon,Lululemon",2–3 days,Other,1,3,No,No,"Limited eco-friendly options,High shipping fees,Poor tracking updates,Split shipments,Slow delivery",4,4,4,5,3,5,Product sustainability information,1–2 weeks,25,21.0,93.8,8,5,4,4,5,Socialising / community,Shipping costs are high.,Offer faster standard shipping.,Smartphone,443,1
25,Male,France,High-school diploma / equivalent,4815.0,4,Full-time employee,2,"Running/Jogging,Basketball",7.7,4,5,2455.0,Never,Always,"Price,Sustainability,Speed of delivery,Brand,Customer reviews,Style,Easy returns",Under Armour,More than 2 weeks,Limited sizing,3,5,Yes,Maybe,"Limited eco-friendly options,Split shipments,Slow delivery,High shipping fees,Poor tracking updates",3,5,4,3,3,4,Single-cart checkout,More than 2 weeks,15,17.0,100.0,9,4,5,3,5,Overall health,Shipping costs are high.,Offer faster standard shipping.,Smartphone,155,1
33,Female,Canada,Bachelor’s degree,3992.0,3,Retired,1,Swimming,3.8,2,3,4568.0,Rarely,Occasionally,"Brand,Easy returns,Sustainability,Style,Customer reviews,Speed of delivery,Price",Puma,4–7 days,Lack of sustainability info,4,2,No,No,"Limited eco-friendly options,Slow delivery,High shipping fees,Split shipments,Poor tracking updates",3,2,5,4,5,3,Personalised offers & discounts,4–7 days,15,35.0,100.0,10,5,5,3,3,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Tablet,197,1
42,Female,Brazil,High-school diploma / equivalent,5152.0,5,Self-employed / freelancer,2,"Basketball,Yoga/Pilates",6.9,5,5,1655.0,Rarely,Occasionally,"Sustainability,Brand,Style,Speed of delivery,Price,Easy returns,Customer reviews","Under Armour,Local/Other,Decathlon,Nike",2–3 days,Other,4,2,Yes,No,"Slow delivery,High shipping fees,Limited eco-friendly options,Split shipments,Poor tracking updates",3,5,4,4,4,3,Single-cart checkout,1–2 weeks,30+,30.0,88.6,7,3,3,5,4,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Tablet,291,0
30,Male,UK,High-school diploma / equivalent,5072.0,4,Full-time employee,2,"Football/Soccer,Cycling",7.6,3,4,1829.0,Rarely,Frequently,"Price,Brand,Easy returns,Style,Speed of delivery,Sustainability,Customer reviews","Lululemon,Adidas,Puma",4–7 days,High prices,4,4,No,Yes,"Poor tracking updates,Slow delivery,Split shipments,High shipping fees,Limited eco-friendly options",5,3,5,3,2,5,Personalised offers & discounts,2–3 days,15,103.0,100.0,9,4,3,4,4,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,183,1
43,Male,US,Doctorate / professional,2370.0,2,Full-time employee,4,"Cycling,Swimming,Basketball,Gym/Fitness",12.1,1,1,4798.0,Occasionally,Occasionally,"Speed of delivery,Brand,Price,Customer reviews,Easy returns,Sustainability,Style","Puma,Decathlon,Nike",More than 2 weeks,Limited sizing,3,3,Yes,Maybe,"Slow delivery,Split shipments,High shipping fees,Poor tracking updates,Limited eco-friendly options",5,5,4,5,5,3,Personalised offers & discounts,2–3 days,30+,87.0,100.0,8,2,2,5,5,Competition / performance,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,314,1
16,Non-binary / gender-diverse,UAE,Bachelor’s degree,5077.0,2,Full-time employee,2,"Football/Soccer,Cycling",8.8,4,5,1880.0,Rarely,Occasionally,"Speed of delivery,Brand,Sustainability,Customer reviews,Price,Easy returns,Style","Decathlon,Puma",4–7 days,Difficult returns,4,4,Yes,Yes,"High shipping fees,Split shipments,Slow delivery,Poor tracking updates,Limited eco-friendly options",4,4,3,5,4,4,Flexible delivery,4–7 days,25,11.0,67.7,5,5,4,4,4,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Laptop or desktop computer,139,0
37,Male,Canada,Bachelor’s degree,3554.0,3,Part-time employee,4,"Basketball,Cycling,Swimming,Yoga/Pilates",8.4,2,1,8914.0,Rarely,Occasionally,"Price,Brand,Sustainability,Customer reviews,Speed of delivery,Style,Easy returns","Puma,Adidas",1 day,Other,4,5,Yes,No,"Split shipments,Poor tracking updates,Slow delivery,High shipping fees,Limited eco-friendly options",4,5,3,3,5,3,Single-cart checkout,1–2 weeks,20,95.0,100.0,9,3,2,3,4,Competition / performance,Shipping costs are high.,Offer faster standard shipping.,Smartphone,447,1
31,Female,US,Bachelor’s degree,3129.0,3,Full-time employee,3,"Football/Soccer,Yoga/Pilates,Swimming",10.8,1,1,3245.0,Occasionally,Rarely,"Price,Customer reviews,Brand,Sustainability,Easy returns,Speed of delivery,Style","Local/Other,Nike,Puma,Under Armour",1–2 weeks,Other,3,5,Yes,Yes,"Poor tracking updates,Slow delivery,High shipping fees,Split shipments,Limited eco-friendly options",4,5,4,3,3,5,Flexible delivery,1–2 weeks,20,8.0,100.0,9,3,3,4,4,Overall health,Shipping costs are high.,Offer faster standard shipping.,Laptop or desktop computer,373,1
28,Female,India,Bachelor’s degree,2452.0,2,Full-time employee,3,"Cycling,Basketball,Yoga/Pilates",6.5,3,3,2121.0,Occasionally,Occasionally,"Brand,Style,Speed of delivery,Price,Sustainability,Customer reviews,Easy returns","Lululemon,Under Armour",2–3 days,Long delivery times,4,2,Yes,Maybe,"Poor tracking updates,Limited eco-friendly options,Slow delivery,High shipping fees,Split shipments",2,5,4,4,4,5,Product sustainability information,No preference,10,113.0,92.0,9,5,1,5,3,Socialising / community,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,304,1
31,Male,Germany,Bachelor’s degree,2422.0,7,Student,3,"Cycling,Gym/Fitness,Running/Jogging",10.9,5,5,1938.0,Occasionally,Frequently,"Brand,Speed of delivery,Customer reviews,Price,Sustainability,Easy returns,Style","Nike,Adidas,Decathlon,Under Armour",4–7 days,High prices,4,3,No,Yes,"Split shipments,High shipping fees,Slow delivery,Poor tracking updates,Limited eco-friendly options",5,4,4,1,3,4,Product sustainability information,4–7 days,25,72.0,100.0,10,3,3,1,5,Appearance / aesthetics,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,375,1
16,Female,Germany,Bachelor’s degree,2458.0,3,Full-time employee,2,"Swimming,Basketball",7.6,3,3,5892.0,Occasionally,Frequently,"Brand,Speed of delivery,Easy returns,Price,Sustainability,Customer reviews,Style","Adidas,Decathlon,Lululemon",4–7 days,High prices,3,2,Yes,Yes,"Slow delivery,Limited eco-friendly options,Split shipments,High shipping fees,Poor tracking updates",3,5,1,4,4,4,Single-cart checkout,4–7 days,15,51.0,100.0,9,3,5,2,2,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,174,1
28,Male,US,Bachelor’s degree,3627.0,6,Full-time employee,1,Swimming,8.2,2,3,457.0,Frequently,Occasionally,"Easy returns,Sustainability,Style,Price,Speed of delivery,Brand,Customer reviews","Lululemon,Local/Other,Puma,Nike",2–3 days,Limited sizing,3,5,No,Yes,"High shipping fees,Limited eco-friendly options,Split shipments,Poor tracking updates,Slow delivery",4,5,5,3,3,5,Single-cart checkout,1–2 weeks,15,69.0,65.3,4,4,4,4,1,Overall health,Shipping costs are high.,Offer faster standard shipping.,Laptop or desktop computer,389,0
